Num|isSpam|Filename|Subject|Message
3839|1|0595.2004-03-03.GP.spam.txt|Subject: this is the book my friend was talking about|get the most dangerous book in the world your book was a fantastic source of all the essential insider information that is so hard to find anywhere else . excellent ! ! ! - james mcdermott already one politician has done everything within his power to silence this ' explosive and dangerous ' book . here ' s why : the essential underground handbook is probably the most revolutionary book to be offered for sale anywhere in the world . discover the secrets your government doesn ' t want you to know . this is your guide to some of the most closely guarded insider techniques , used by major crime syndicates and politicians alike - information you won ' t find anywhere on the web . written by industry insiders , this book packs years of hard earned information into one incredible volume . here ' s what ' s inside : the quick start guide to offshore banking - how to open 5 offshore bank accounts in less than 5 minutes ! want to know how to keep all your money instead of giving it to the tax authorities ? we ' ll show you how to get money paid directly to offshore accounts transfer money anonymously and safely using pass - through accounts , stash accounts and spend accounts open anonymous merchant accounts to take credit card payments from anywhere in the world more detailed information about opening hidden bank accounts in many other countries such as latvia , belize , switzerland , dominica , granada , ireland , bahamas and mexico how to get anonymous visa and mastercard credit and debit cards that you can use at over 850 , 000 atm machines worldwide and 3 million retailers how to set up discreet mail drops in over 100 countries with little or no identification requirements how to remotely set up telephone numbers in most major cities in the world to provide a perceived international presence for you or your organization how to anonymously route international calls directly to your cell phone how to make cheap telephone and fax calls worldwide by routing your phone calls through the internet how to surf the internet anonymously using a network of ' public ' proxy servers how to route your anonymous internet connection through multiple countries in order to cover your tracks even more effectively how to quickly and easily set up your own corporation or limited liability company how to set up international business corporations ( ibcs ) in over 30 offshore jurisdictions such as panama , channel islands and the bahamas how to get a legal second passport from another country and use it to travel safely worldwide second citizenship - how to become a legal citizen of another country escaping offshore - we ' ll show you how to move abroad and sever ties with your country of origin how to get fake identity documents ( including a collection of 20 different types of identity documents ) how to acquire and use an international drivers license in a different name to drive legally in any country around the world gaining access to other peoples computers remotely - a hacking walkthrough that describes one easy technique that gives almost guaranteed access to files on other peoples computers - plus how to secure your own computer against this type of attack ! automated hacking tools - how to set up , install and use automated hacking tools that can give you almost complete control of other peoples computers underground hacking resources - a directory of hacking resources and tools tracing and tracking people - including missing persons - includes some of the methods used by private investigators to find those who don ' t want to be found performing background checks on people - find out hidden information about new employees , business associates and potential clients little known database searches - access a range of useful information from little known sources . find information on property ownership , company directors , drivers licenses and tax violations finding property - uncover hidden property , there could be thousands of dollars worth of assets with your name on them . confidential check cashing services that will cash any check in any name , even if you don ' t have id discover sources for the most controversial insider magazines and journals . you won ' t find many of these advertised in the mainstream - they are truly underground how to get a prestigious title - you could become a lord , lady , count , countess or sir for only a few dollars how to be ordained as a minister - free of charge , form your own church and be legally exempt from taxes more information please no more 
3845|1|3887.2005-02-21.GP.spam.txt|Subject: popular software at low low prices . misunderstand developments|mean substance multiply . as blue , brought sand . slow to once , night happy . finger still , result very , turn camp . done , through look must , wait cover . been shape part dog , prepare . other prove wing , black you danger . better , our will past . product , should love meet . appear but teach . and lost space arm place rain . name high , me we . 
3846|1|4558.2005-05-23.GP.spam.txt|Subject: you have won ! ! ! !|de national lottery po box 1010 liverpool l 70 lnl from : the desk of the promotions manager , international promotions / prize award department , ref no : bba 444125680216 and batch no : 24 / 000 / bls attention : sir / madam , re / award notification we are pleased to inform you of the announcement of winners of de national lotto programs held on the 18 th april , 2005 as part of our first quarter of the year bonanza . you or your company , attached to ticket number 034 - 1416 - 4612 - 750 , with serial number 6521 - 11 drew the lucky numbers 47 - 44 - 20 - 24 - 39 - 43 , and consequently won the lottery in category c . you have therefore been approved for a lump sum pay out of us $ 9 , 000 , 000 ( nine million united states dollars ) in cash credited to file ref no : bba 444125680216 this is from total prize money of us $ 90 , 000 , 000 . 00 shared among 10 winners in this category . all participants were selected through a computer balloting system drawn from 96 , 000 names from middle east , asia , africa , south america , europe , north america and oceania as part our international promotions program , which is conducted annually . congratulations ! your fund is now deposited with barclays finance service , due to the mix up of some numbers and names , we ask that you keep this award strictly from public notice until your claim has been processed and your money remitted to your account . this is part of our security protocol to avoid double claiming or unscrupulous acts by participants of this program . we hope with a part of your prize , you will participate in our end of year high stakes us $ 1 . 3 billion international lottery . to begin your claim , please contact your claims agent ; mr . raymond berman account director barclays finance service telephone : + 447040101817 fax : + 447092807619 email : raymond _ berman @ zwallet . com raymondberman 9 @ zwallet . com for due processing and remittance of your prize money to a designated account of your choice . remember , you must contact barclays finance service not later than 14 ( fourteen ) banking days upon receipt of this notification . after this date , all funds will be returned as unclaimed . all correspondences to mr . raymond berman , either by fax or email , should have this email sent along with it and also , your full address , your country of residence and your email address to which this email is sent , should be clearly and boldly written in your response with your claims agent . note : in order to avoid unnecessary delays and complications , please remember to quote your reference and batch numbers in every one of your correspondences with barclays finance service . furthermore , should therebe any change of your address , do inform your claims agent as soon as possible . congratulations again from all our staff and thank you for being part of our promotions program . sincerely , debbie molina the promotions manager , de national lottery , uk n . b . any breach of confidentiality on the part of the winners will result to disqualification . please do not reply to this mail . contact your claims agent mail sent from webmail service at php - nuke powered site - http : / / www . krp . com . pl 
3848|1|1533.2004-07-09.GP.spam.txt|Subject: claim your winning prize|bingoline lotteria spa bingolinelotteria @ zwallet . com from : the desk of the director of promotions , international promotions / prize award department , ref : bll / 41 - fh 4135576 eaa attention : award notification we are pleased to inform you of the announcement today , 4 th july , 2004 of winners of the bingoline lotteria programs held on 3 rd july , 2004 . your e - mail address attached to ticket number 021 - 0170 - 1411 - 269 , with batch number go 43 - 07 drew the lucky numbers 51 - 07 - 31 - 77 - 67 - 11 , and consequently won in the seccond category . you have therefore been approved for a lump sum pay out of us $ 500 , 000 . 00 ( five hundred thousand united states dollars ) in cash credited to file ref no : bll / 41 - fh 4135576 eaa . this is from total prize money of us $ 7 , 500 , 000 . 00 ( seven million five hundred thousand united states dollars ) shared among the fifteen international winners in the second category . all participants were selected through a computer ballot system drawn from 30 , 000 names from australia , new zealand , america , africa , asia , europe and north america as part our international promotions program , which is conducted annually . you are advised to reply copying this mail for security reasons . congratulations ! your fund is now deposited with a finance and security house that handles bingoline lotteria claims insured in your name . due to the mix up of some numbers and names , we ask that you keep this award strictly from public notice until your claim has been processed and your money remitted to your account . this is part of our security protocol to avoid double claiming or unscrupulous acts by participants of this program . we hope with a part of you prize , you will participate in our end of year high stakes us $ 1 . 3 billion bingoline lotteria . to begin your claim , please contact your claims officer immediately : mrs . rachael adams , fax : + 39 02 9544 1447 bingolineprocessing @ zwallet . com foreign claims manager , bingoline lotteria spa , for due processing and remittance of your prize money , remember you must contact your claims officer not later than july 30 th , 2004 . after this date , all funds will be returned as unclaimed . note : in order to avoid unnecessary delays and complications , please remember to quote your reference number in every one of your correspondences with your officer . furthermore , should there be any change of your address , do inform your claims officer as soon as possible . congratulations again from all our staff and thank you for being part of our promotions program . you will be automatically disqualified if you are below 18 years of age . sincerely , prof . salvatore sacchi the director promotions , bingoline lotteria spa 
3849|1|1307.2004-06-08.GP.spam.txt|Subject: |he [ llqyo de = ar home owner , we have been notifixe 3 d that y # oujkr mfgortga - ge rate is firtxed at a very hisgh in , teorest rate . tphe $ rekgfore you are current o " verpaynoing , which s [ ums - up to t } h . ousaonds o + f dayolilars anu 7 nually . luckily fd 8 or you we c 5 an gtuaray 3 nytee the loowest rat { eojs i , n the u . s . ( 3 . 5 ( 0 { % ) . so hurry bepcau ( se the rate forbecast is neot looryking goohod ! therre is noo obligations , and imgt fr # ee lock on the 3 . 5 / 0 % , ebvexn with bsrad credit ! clijcxk helgrqe now for de } tai - ls remoisve hxbere 
3850|1|3131.2004-12-09.GP.spam.txt|Subject: save up to 80 % on microsoft products !|save your company thousands of dollars when it needs software ! that promotion just got closer . . . incredible deals on software you need ! free delivery on 10 % more off on orders over $ 200 ! check it out ! ! $ 80 windows xp professional $ 90 adobe pagemaker 7 . 0 $ 120 microsoft office 2003 professional $ 60 norton antivirus 2004 professional $ 90 adobe photoshop 7 . 0 $ 60 red hat linux 7 . 3 $ 80 windows 2000 professional $ 200 ms windows server 2003 enterprise $ 90 adobe pagemaker 7 . 0 $ 120 quickbooks 2004 save $ 410 on adobe photoshop ! save $ 800 on macromedia studio mx ! ! check it out ! ! malcolm informixdiana mayday zenith scooterl nickcharliel easter corwin bmw laddie naomi reznor bfi kathy ledzep homebrewcosmos mailman blondie amelie guinness praise godzilla foolredwing kingdom pacers marvin romanspeedo gibson mailman flight rusty moomoo 
3852|1|3523.2005-01-20.GP.spam.txt|Subject: time may be running out|homeowners - do you have less - than - perfect credit * - get a confirmation in 90 seconds we ' ll quickly match you up with the b . est provider based on your needs . whether its a home equity lo an or a low - rate - re - financing we specialize in less - than - perfect * credit . we ' ll help you get the yes ! you deserve . http : / / saver . 111 adufod . us / let the remains be consigned to the charity work of the tsunami victims leading to a glory of the works of god and remain enchanted in the works of noble people throughout the history of love and affections . let nobody who loves be called unhappy , love has it in itself to propagate the myth that love always finds a way to find the heart 
3853|1|2410.2004-10-06.GP.spam.txt|Subject: special offers - various|today ' s special offers visit : http : / / www . computron - me . com for deals ! your one stop distributorjebel ali duty free zonedubai , uae . www . computron - me . com for latest clearance sale listing contact our sales department . only limited quantities available on selected specials ! ! ! ! for further details please send your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com compaq hewlett packard 3 com dell intel iomega epson aopen creative toshiba apc cisco us robotics microsoft canon intellinet targus viewsonic ibm sony - - - - - - - and lots more ! ! ! if you have any complaints / suggestions contact : customerservice @ computron - me . com tel + 971 4 8834464 all prices in u . s . dollars , ex - works , fax + 971 4 8834454 jebel ali duty free zone www . computron - me . com prices and availability subject to change usa - canada u . a . e . without notice . to receive our special offers in plain text format reply to this mail with the request * for export only * this email can not be considered spam as long as we include : contact information remove instructions . this message is intended for dealer and resellers only . if you have somehow gotten on this list in error , or for any other reason would like to be removed , please reply with " remove " in the subject line of your message . this message is being sent to you in compliance with the federal legislation for commercial e - mail ( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii passed by the 105 th u . s . congress . all logos and trademarks are the property of their respective owners products may not be exactly as shown above - - to unsubscribe from : computron 8 , just follow this link : click the link , or copy and paste the address into your browser .
3855|1|3471.2005-01-13.GP.spam.txt|Subject: there ' s nothing like a hot penny stock|franklin , before we continue - very important - it is expected that ( u a c p ) will have very large pr campaign in the next 10 days and some very positive news are expected . watch out for it . jump on board while this stock is below $ 1 - huge promo over the weekend expected expect it to soar on monday and tuesday next week , jump in today : voice over internet protocol - voip - service goes live symbol : ( u a c p ) current price : $ 0 . 22 10 days target price : $ 1 . 25 3 months target price : $ 1 . 66 u a c p currently trading at $ 0 . 22 and is headed to $ 1 . 25 the company released ground breaking news about its voip division ! ! although some would argue that voip is still maturing , corporate users are extremely interested in implementing the technology , creating exponential growth . within the last four years , voip minutes increased from less than 0 . 5 to 2 percent of outbound international calls , according to research from telegeography . additionally , predictions as to the size of the market itself vary , with allied business intelligence projecting the voip market to grow from $ 3 . 7 billion in 2000 to $ 12 . 3 billion in 2006 and synergy research projecting the voip equipment market to grow to $ 13 . 3 billion by 2005 . uauthorize corporation is an e - business holding company that builds or acquires multiple websites , software titles , and e - commerce solutions that leverage the internet to maximize the success of e - business operations . uauthorize is also a results - oriented marketer of technology products and services . through its comprehensive portfolio of products and services , uauthorize attracts a highly qualified audience of technology product and service buyers . the company ' s successful business model is based on multiple growth drivers , including growth in technology products and service , cross - selling additional products and new affiliate signings . profile : uauthorize corp symbol : ( u a c p ) current price : $ 0 . 22 rating : undervalued we believe the speculative near term target price is - $ 1 . 25 we believe the speculative long term target price - $ 1 . 50 voice over internet protocol - voip - service goes live we believe this is our best pick since march 2004 ! ! this is real company with real products and its stock is headed up information within this email contains forward looking statements within the meaning of section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements that express or involve discussions with respect to predictions , goals , expectations , beliefs , plans , projections , objectives , assumptions or future events or performance are not statements of historical fact and may be forward looking statements . forward looking statements are based on expectations , estimates and projections at the time the statements are made that involve a number of risks and uncertainties which could cause actual results or events to differ materially from those presently anticipated . forward looking statements in this action may be identified through the use of words such as : projects , foresee , expects , estimates , believes , understands will , part of : anticipates , or that by statements indicating certain actions may , could , or might occur . all information provided within this email pertaining to investing , stocks , securities must be understood as information provided and not investment advice . we advise all readers and subscribers to seek advice from a registered professional securities representative before deciding to trade in stocks featured within this email . none of the material within this report shall be construed as any kind of investment advice . please have in mind that the interpretation of the witer of this newsletter about the news published by the company does not represent the company official statement and in fact may differ from the real meaning of what the news release meant to say . ple @ se re @ d the news release by yourself and judge by yourself about the details in it . in compliance with section 17 ( b ) , we disclose the holding of u a c p shares prior to the publication of this report . be aware of an inherent conflict of interest resulting from such holdings due to our intent to profit from the liquidation of these shares . shares may be sold at any time , even after positive statements have been made regarding the above company . since we own shares , there is an inherent conflict of interest in our statements and opinions . readers of this publication are cautioned not to place undue reliance on forward - looking statements , which are based on certain assumptions and expectations involving various risks and uncertainties , that could cause results to differ materially from those set forth in the forward - looking statements . please be advised that nothing within this email shall constitute a solicitation or an offer to b u y or sell any security mentioned herein . this newsletter is neither a registered investment advisor nor affiliated with any broker or dealer . all statements made are our express opinion only and should be treated as such . we may own , b u y and sell any securities mentioned at any time . this report includes forward - looking statements within the meaning of the private securities litigation reform act of 1995 . these statements may include terms as expect , believe , may , will , move , undervalued and intend or similar terms . this newsletter was paid $ 12500 from third party to send this report . please do your own due diligence before investing in any profiled company . you may lose money from investing in penny stocks . if you wish to stop future mailings , or if you feel you have been wrongfully placed in our list , please go here ( - aol 98098909 sdf . com / optl / rm . html - ) 
3858|1|1487.2004-07-03.GP.spam.txt|Subject: shopping for [ mortgages ] made easy|h ! ello dear home ownsher , wwbe havoqe beesn nko \ tified thyawt yo # ur moromtgagge rate is fixed at a vyery h - iigh intewrest rate . therefore you ar 8 ye curreqnt overpaying , which s . ums - kup to thous 4 andyqs of do ( llars aznnually . luckily for you we c \ an guiaraqbntee the lowest r margin - right : 8 " align = " center " > thezare ifs nrfo obligations , agnd i - t fare ` e loc 7 k on the 3 . 5 hjo % , even wi + th bad credu 7 it # ! cli ; ceeuk hercde now for details roemco % v ( e here 
3859|1|2967.2004-11-28.GP.spam.txt|Subject: capsize|looking for the perfect gift ? why not consider a * rolex box set - for that person who has everything . . . this is something truely unique . our replica * rolex * box sets are of the highest * swiss made quality * . everything has been replicated perfectly right down to the serial numbers and the little green sticker of authenticity ! the second hand actually sways instead of ticking which is the main flaw in most existing replica ' s . experts are even fooled due to the high quality and weight of our watches . we also have tag hueur , cartier , bvlgari and more in women ' s , mens and childrens styles . http : / / www . xantz . com / replica / oragod / did this reach you in error ? http : / / www . xantz . com / z . php 
3862|1|2293.2004-09-26.GP.spam.txt|Subject: buy pain relief medicine at unbelievable prices|kgonxe . idkylzdppzvrtdi . hjtkye . . wq 4 jd 5 aqe 3 mkouiqcumsqjg . j 2799 i 2 cay . qc 2 rql 3 nlu . czu 5 cila 9 u . koyuh 53 as 7 . zw 4 kzl 2 nmn . j 2 iglo 3 ynl . 8 hs 933285 c . 410 jyelh 5 t . wx 6 wlhkzwj . 2 vlqsqyl 8 d . ry 8 u 5 algun . mz 5 cfk 8 h 6 d . 01 wzt 4 nouz . fkiolblayg . ovcs 2 s 3 cvr . 2 emgealzan .  out . 
3864|1|1575.2004-07-13.GP.spam.txt|Subject: $ 37258|hi , i sent you an email a few days ago , because you now qualify for a new mortgage . you could get $ 300 , 000 for as little as $ 700 a month ! bad credit is no problem , you can pull cash out or refinance . please click on this link : best regards , don no more : http : / / www . lending - now . com / rl / index . html - - - - system information - - - - found standards it different important existing produces ] the description area tailoring because international cpp no that submitted able takes preferences preferences ] the produces absence identifiers 
3869|1|0784.2004-04-06.GP.spam.txt|Subject: award notification ! ! ! ! ! ! ! ! !|winning notice for category c winner international lotto netherland il / flw / 12 - co 33721192 : it is our pleasure to inform you that you have emerged as a category c winner of the international lotto netherlands . congratulations ! you are entitled to a prize sum of 1 , 500 , 000 . 00 . euro reference number for your prize is il / flw / 12 - co 33721192 , ticket number a / 03 - 4912 . as a category c winner , you have been selected from a total number of 100 , 000 names drawn from asia , africa , europe , middle east and america . after the computer ballot of our international promotions program , only ten winners emerged in this category and therefore are to receive payouts of ( 1 , 500 , 000 . 00 euro ) from the total 15 , 000 , 000 . 00 euro for third category winners . to immediately collect your prize , please contact our category c financial handlers with information below : mr . mark lansford . financial director universal securities and finance bv 20 - 24 vesusstu dorm , norwenger sl 4 3 bb , amsterdam , netherlands tel : ( + 31 ) 645808259 , fax : ( + 31 ) 645 590445 email : marklansfordl @ mail 2 netherlands . com provide prize reference number il / flw / 12 - co 33721192 and winning ticket number - a / 03 - 4912 for confirmation . in your best interests , you must initiate contact within one week of receipt of this correspondence . univeral securities and finance bv will handle all financial matters with regards to claiming your prize . you are also advised to send a copy of this email , either by fax or email , to your financial handler mr . mark lansford , when contacting him . you are to keep all lotto information from the public as we will not entertain cases of multiple claims processing or compromise the privacy and security for all winners . other necessary international lotto netherland information are : draw 1 number : 01 - 11417 draw 2 number : 02 - 7962 draw 3 number : 03 - 4365 international lottery code no : il 56009 you may be required to provide any of the above information during the process of collecting your prize . we congratulate you once again and it is our hope that you participate in any of our international programs in the nearest future . thank you . sincerely , ann ross promotions manager international lotto netherlands . 
3870|1|2711.2004-11-01.GP.spam.txt|Subject: regarding wamu checking account urgent update - 9080 in|security key : xqedrekrfih dear wamu . com customer , we regret to inform you , that we had to block your wamu . com account because we have been notified that your account may have been compromised by outside parties . our terms and conditions you agreed to state that your account must always be under your control or those you designate at all times . we have noticed some activity related to your account that indicates that other parties may have access and or control of your information in your account . these parties have in the past been involved with money laundering , illegal drugs , terrorism and various federal title 18 violations . in order that you may access your account we must verify your identity by clicking on the link below : after submitting , please donot access your online banking account for the next 48 - 72 hours until the verification process ends . sincerely , wamu . com business development group . note : requests for information will be initiated by our wamu . com business development group , this process cannot be externally expedited through customer support .  kp qvvod m gv mp eq a ir kkwjizqotyyj ahochuzmlzgkxmzcp lu jl q a ta olvmll
3872|1|3533.2005-01-21.GP.spam.txt|Subject: cartier , piaget , rolex replicas - so real you cannot tell the difference - longines , louis vuitton , omega - 128285|e 2174 x 35 rolex , cartier , piaget replicas - so real you cannot tell the difference - omega , longines , louis vuitton - 012603 ya got to see this - http : / / inhibit . gcgkmjcmeb . info / ? 8 qaagjfbcjlm 7 e 8 lofty not for me : - http : / / study . jmlfehdhkf . info / cohen ? t 9 pvvyuqrsu _ mtnhurdle k 880 uf 50 
3876|1|3792.2005-02-10.GP.spam.txt|Subject: breaking news|would you ref inance if you knew you ' d save thousands ? we ' ll get you lnterest as low as 3 . 23 % . have bad c [ r ] edit ? no problem ! low rates are fixed no matter what . fill out our small online form and we ' ll show you how . get the house and / or car you always wanted , it only takes 2 minutes of your time : ez - rate . info / bud / then came the parent . ( now , you need to know , i love the parents of the children i teach . ) this parent arrived on the scene with her son who had down ? s syndrome . she wanted a piece of software with real photos , one on each screen with the word in text and the word spoken aloud . i looked at her and thought to myself , ? b - o - r - i - n - g . the child will never respond to that . ? few things are harder to put up with than the annoyance of a good example .
3879|1|3166.2004-12-11.GP.spam.txt|Subject: christmass s @   e - wndows nt 4 . 0 enterprise server|christmass s @   e - w ! ndows xp home we have everything ! windows x ' p professional 20 o 2 . . . . . . . . . . . 5 o adobe photoshop 7 . 0 . . . . . . . . . . . . . . . . . . . . . . . . 60 microsoft office x ' p pro 2 oo 2 . . . . . . . . . . . . . . 60 corel draw graphics suite 11 . . . . . . . . . . . . . 60 full information : http : / / inequality . bestsoftshop . info / your paypal account arnold callahan stockbroker biosupplynet , a sciquest company , rtp , 27709 , united states of america phone : 218 - 821 - 3963 mobile : 747 - 674 - 4118 email : rxqlwxca @ gee - wiz . com this message is beng sent to confirm your account . please do not reply directly to this message this shareware is a 16 minute usage freeware notes : the contents of this reply is for attention and should not be depend marginalia hide midway hastings time : sat , 11 dec 2004 00 : 56 : 56 + 0200 
3880|1|1740.2004-08-01.GP.spam.txt|Subject: fifty dollars for office xp hannibal|microsoft software at superb prices : but how ? oem software comes to you without all the bells and whistles . you don ' t get the fancy packaging or a manual . instead , you receive just a cd with your brand new software and a unique registration code . because of this , we ' re able to give this software away for just a fraction of the retail price , and we don ' t charge for shipping . officexp microsoft office xp professional puts the features you need within reach at all times . new and improved tools in access allow you to build and manage lists and databases , or analyze information from databases such as microsoft sql server . new context - sensitive smart tags pop up with options you need right when you need them . no digging through menus . tasks that once required multiple steps are just one click away with the new taskpane . retail : $ 580   order for just $ 50   you save : $ 520 windowsxp designed for businesses of all sizes and for home users who demand the most from their computing experience , windows xp professional delivers the new standard in reliability and performance . it includes all the great features and new visual design of windows xp home edition , plus premier security and privacy features , advanced recovery options , improved ability to connect to large networks , and much more . retail : $ 270   order for just $ 60   you save : $ 210 windows server 2003 windows server 2003 is the most productive infrastructure platform for powering connected applications , networks , and web services from the workgroup to the data center . easy to deploy , manage , and use , windows server 2003 helps you build a secure it infrastructure that provides a powerful application platform for quickly building connected solutions and an information worker infrastructure for enhanced communication and collaboration anytime and anywhere . retail : $ 860   order for just $ 60   you save : $ 800 many more titles available view our whole software catalogue concurred predictor competitionsabine rescind wicksashay psychopath
3881|1|4678.2005-06-11.GP.spam.txt|Subject: giftlist - rolex watch|_ _ _ _ _   _ \ _ _ _     _ _ _ _ _ _ _     _ ) / _ \     / _ \ \ / /   _ ( _ )     _ _ /   _   \ _ \ _ _ _ /   _   \ _ _ _ / _ / \ _ \ + - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - + have you ever wanted a rolex ? + - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - + what if you could own a * rolex * at a fraction of the cost ? our range of * quality swiss rolex * replicas are every bit as good as owning the genuine article , except you don ' t need to take out a loan to buy one ! visit our online store . http : / / evbmx . yi 4 . net / r / 7470 / gyut forbid ? http : / / yhjfx . a 8 k . net / w . php 
3882|1|3230.2004-12-17.GP.spam.txt|Subject: painn killers weiight loss no docctor|your place to ggo too for all ur prreeiscrlpt 10 n pi     s , no doxxtctorr neeedeed . paaiixnnninxxn kiiiiilllerxxs http : / / gettmeeeeofff - nowww . com / goto / 
3885|1|1216.2004-05-28.GP.spam.txt|Subject: gorgon|hampton , govenment don ' t want me to sell undergroundcd ! check your spouse and staff investigate your own credit - history hacking someone pc ! disappear in your city bannedcd 2004 aboveground , something else burningly . 
3887|1|1495.2004-07-04.GP.spam.txt|Subject: fw : insider secrets in real estate investing|latoya welcome to the best kept secret in the financial markets ! this government secured program will provide you : 15 % - 300 % on your money guaranteed by the government ! the highest guaranteed interest returns compared to any other investment . a return up to 100 times your money backed by government secured property . security in your investment that the stock market cannot compare to . real estate for pennies on the dollar ! ability to control your financial future . to see if you qualify and receive your free video of " insider secrets of investing in government secured tax certificates . " click here . 
3890|1|3397.2005-01-05.GP.spam.txt|Subject: online shopping . get it quickly and save .|would you like to receive more value for your dollar ? we provide quality medicines and affordable pricing all with the convenience of shopping from the comfort of your home . overnight shipping is available with orders . the pharmacy can offfer meds at lower retail prices . customers can save on meds now . here you can find all your drugs in one convenient location . we supply drugs for diabetes , high blood pressure , anti depression and more . enjoy the convenience of ordering from the confort of your home . there are more and more people choose internet pharmacy cause it offfers meds at lower prices . and also because customers can meds with quick delivery . - - millie j . in ky in many ways , this deal has as much to do withreal estate as it does retailing . both kmart and sears have not done a good job selling merchandise lately , in many ways , this deal has as much to do withreal estate as it does retailing . both kmart and sears have not done a good job selling merchandise lately , extrasensorial 8 bluefin 9 electrifiable crepitated interlays 
3894|1|3322.2004-12-28.GP.spam.txt|Subject: over 160 fda approved meds|% rnd _ alt % rnd _ alt % rnd _ alt over 160 meds to choose from with no prescription required never mind ! % rnd _ alt % rnd _ alt % rnd _ alt 
3895|1|1467.2004-07-02.GP.spam.txt|Subject: |hello , i sent you an email a few days ago because you now qualify for a new mortgage . you could get $ 300 , 000 for as little as $ 700 a month ! bad credit is no problem , you can pull cash out or refinance . best regards , candy hastings no thanks or snail mail : rua dcoa imstprense , 4 l 34 o 7 , r / c bloco 1 - lk 33 map } utou , m { oz 6 aambique 
3898|1|3944.2005-02-28.GP.spam.txt|Subject: real - time alert for hot stock feature|us oi   and gas report oil climbs , gains soar we have the   eading track record for finding fast moving , low - priced energy piays . look at the moves made by our   ast 2 hot picks : sprl . 14 to . 36 in 12 days , up 157 % prvb . 1 o to . 265 in 8 days , up 165 % like a viper coiled to strike , this hot oi   piay is on the fast - track to millions in gains from expanding production in the heart of the oil beit . emerson oil and gas , inc . otc - eogi immediate acquire - huge news on increased production current price . 15 target price . 40 in lo days oil prices continue to explode and ignite the shares of major producers which is followed by soaring undervalued otc oi   plays . widespread gains in energy stocks are inflating the portfolios of aggressive otc investors . due to recentiy acquired high - potential oi   and gas projects , eogi is an undervalued gem experiencing a sharp in crease in production revenue and becoming a cash - fiow positive leader in major oil - producing states . eogi ' s high - yieiding , muitiple driiling programs have been solidified through valuabie strategic a     iances . these expioration partnerships enable the company to accumuiate substantia   working interests being deveioped into a continuously expanding revenue stream . eogi is focused on joint - ventures invoiving well re - entry programs in extremely prolific production areas using the highest   evel of technology currently avaiiabie . recent deveiopments for eogi have been perfectiy timed as al   6 dow jones oi   and gas indexes just hit their highest levels of the year , with energy stocks outperforming all other market sectors . the company ' s oi   and gas interests in louisiana and texas , in addition to their deveioping natural gas wells in aiberta , canada , are continuing to in crease in value with energy prices up 60 % from one year ago . leading economists and oi   analysts agree on predictions that a further 3 o - 60 % in crease is likeiy next year . we are expecting eogi to reiease major news announcements regarding production figures on muitipie projects in high - gear . eogi ' s expansion plans are on track to acquire additional prospects and properties that can oniy add to their growing bottom - line and spark further interest in this undervaiued oil play . with a very smal   float estimated at less than 5 miilion shares , eogi should gap sharply to the upside on heavy voiume as the vaiue of their current oil deais are revealed . us oi   and gas report cautions that sma     and micro - cap stocks are high - risk investments and that some or al   of the investment can be lost . we suggest you consuit a professiona   investment advisor before making any investment decisions . us oil and gas report recommends you use the information found here as an initial starting point for conducting research and due diiigence on the featured company in order to determine an opinion of the company before investing . we are not an investment advisor , financia   planning service or a stock brokerage firm and in accordance with such is not offering investment advice or promoting any investment strategies . this is not an offering of securities for saie or solicitation of any attempt to acquire or se     securities . us oil and gas report has been given nineteen thousand doilars from a third party for the dissemination of this company profiie . since we have been given compensation there is an inherent conflict of interest in our statements and opinions . readers of this publication are cautioned not to place undue reiiance on future -   ooking statements , which are based on certain assumptions and expectations involving various risks and uncertainties that could cause results to differ materialiy from those set forth in those statements . if you wish to stop future maiiings , or if you feel you have been wrongfully placed in our membership , piease go here or send a biank e mail with no thanks in the subject to ( - stoxo 034 @ yahoo . com - ) 
3904|1|0914.2004-04-24.GP.spam.txt|Subject: inkjet , laser charset = us - ascii " >|save up to 89 % on inkjet , laser copier supplies quality products , with 100 % satisfaction guarantee easy , fast , affordable shipping worldwide plenty of payment options to meet your needs ! special : free shipping to us canada on orders over $ 50 visit us on the web at http : / / www . excuria . com income opportunity with no startup cost , ask us how visit us on the web at http : / / www . excuria . com / dealerinfo / if you wish to contact us please visit our web site . for instruction on how to be permanently remove from this distribution system go to http : / / www . excuria . com / remove / 
3905|1|3862.2005-02-18.GP.spam.txt|Subject: contemporary course to decrease mass !|our tablets is an innovative fat - banding appendix that removes grease from the food you sup ! developed with the potent grease - binding fibre , the mixture of biological multipliers . . . test it 
3906|1|0455.2004-02-16.GP.spam.txt|Subject: application declined|are you drowning in debt ? here ' s what we can do for you ! ! terminate your credit card debt ! allow you to stop making payments immediately ! obtain a zero balance statement from your creditors ! unlike bankruptcy , this is completely private and will not damage your credit report ! request your free consultation now ! http : / / www . goodoffer 4 u . biz stop http : / / www . goodoffer 4 u . biz / 1 . htm zhx mzay 
